,datetime,rpl_price
599,2023-03-16 18:52:23,23402964294635094
600,2023-03-17 14:19:59,24264102040392409
601,2023-03-18 09:43:11,24191705486886766
602,2023-03-19 05:07:59,23940884300780031
603,2023-03-20 00:32:11,23877883469441747
604,2023-03-20 19:58:35,23464249901790285
605,2023-03-21 15:21:59,22813185213938848
606,2023-03-22 10:46:23,22467797165080946
607,2023-03-23 06:12:35,22367661544550883
608,2023-03-24 01:36:11,21929968744334428
609,2023-03-24 21:02:11,21775956285575473
610,2023-03-25 16:27:11,21853106273063427
611,2023-03-26 11:50:11,23281045016056595
612,2023-03-27 07:15:11,23667244732048160
613,2023-03-28 02:41:23,23802570815947386
614,2023-03-28 22:11:11,25933688090465372
615,2023-03-29 17:36:11,25371282326344238
616,2023-03-30 13:01:47,23763975819685282
617,2023-03-31 08:26:35,24006982534193183
618,2023-04-01 03:51:59,24252299548864483
619,2023-04-01 23:15:47,24294820213696013
620,2023-04-02 18:46:59,24305677985611442
621,2023-04-03 14:17:23,24512287907668855
622,2023-04-04 09:56:23,24098076542647509
623,2023-04-05 05:33:23,25557463463328411
624,2023-04-06 01:10:35,24819609437993921
625,2023-04-06 21:00:59,24626804174618707
626,2023-04-07 16:32:11,24749674394141273
627,2023-04-08 12:08:47,24162922657775229
628,2023-04-09 07:40:47,24160361508328791
629,2023-04-10 03:18:59,24219093424958461
630,2023-04-10 22:56:11,24543342633103885
631,2023-04-11 18:27:23,24861986656523518
